name,team,rating,position,pace,acceleration,sprint_speed,shooting,positioning,finishing,long_shot,penalties,shot_power,volleys,passing,crossing,curve,freekick_accuracy,longpass,shortpass,vision,dribbling,agility,balance,ball_control,reactions,composure,defending,heading_accuracy,interceptions,marking,stand_tackle,slide_tackle,physicality,aggression,jumping,stamina,strength
James Boote,Bournemouth,58,CM,63,63,63,51,51,50,48,56,55,50,57,53,52,51,58,60,58,60,65,79,61,57,56,46,43,43,47,49,47,53,51,50,71,45
Josh Pask,West Ham United,57,CB,62,59,65,26,33,21,26,21,38,20,38,29,19,26,37,48,38,39,53,52,42,41,47,55,55,52,58,54,52,63,67,64,50,68
Kian Flanagan,Crystal Palace,57,CAM,66,71,62,44,41,43,40,44,51,52,55,45,49,45,56,55,68,59,72,67,59,53,60,38,44,34,33,45,34,45,41,52,31,53
Ryan Schofield,Huddersfield Town,57,GK,31,28,33,10,5,9,7,14,17,6,24,12,11,11,23,28,35,16,35,21,17,48,40,11,11,8,8,14,13,34,23,37,24,44
Keelan O'Connell,Bournemouth,57,LM,60,61,60,50,49,50,46,50,55,49,54,53,55,49,52,55,58,59,65,61,55,56,62,35,48,31,29,34,49,45,42,57,55,40
Sam Woods,Crystal Palace,57,CB,42,46,39,25,27,20,17,28,42,23,35,26,30,21,29,47,33,35,34,48,38,55,50,57,54,58,55,59,55,61,54,62,61,63
Yannick Toure,Newcastle United,57,ST,70,69,70,57,52,58,52,60,60,49,42,37,47,35,30,46,48,57,61,62,53,43,55,22,56,12,19,20,21,59,39,58,53,70
Jake Barrett,Huddersfield Town,57,CB,50,52,48,32,32,25,29,44,49,32,35,36,34,37,33,36,33,34,47,55,38,50,44,59,63,57,57,60,60,55,52,63,49,58
Adam Wilson,Newcastle United,57,LM,79,79,79,51,53,52,43,50,56,46,50,55,55,38,40,52,50,60,72,80,57,43,60,46,43,49,46,45,42,43,43,57,49,38
Harry Spratt,Huddersfield Town,57,LB,56,61,52,35,51,34,36,49,29,37,41,57,34,43,33,36,40,53,50,67,47,57,40,58,55,56,56,60,60,60,59,57,62,59
Tom Dele-Bashiru,Manchester City,57,CM,71,70,71,49,57,49,43,55,53,47,53,39,42,49,56,60,54,60,73,71,56,54,46,51,48,51,52,53,49,60,57,66,59,61
Oliver Younger,Burnley,57,CB,43,47,39,33,29,28,27,46,50,34,35,29,30,32,29,42,35,35,37,64,35,57,42,59,55,57,59,61,59,52,57,61,33,58
Robert Harker,Burnley,57,ST,66,64,67,58,54,58,56,55,64,44,40,33,39,29,33,48,43,51,58,60,51,53,51,25,53,30,14,24,20,51,39,60,46,58
Alex Palmer ,West Bromwich Albion,56,GK,32,26,37,16,7,14,14,27,21,16,22,14,15,17,22,30,18,26,34,34,25,49,31,11,12,9,10,12,14,34,20,42,27,43
Marcin Bulka,Chelsea,56,GK,26,28,25,11,8,8,7,18,22,5,25,12,13,14,27,28,38,15,42,28,13,49,42,11,10,11,12,10,14,47,25,43,20,70
Ali Koiki,Burnley,56,LB,65,64,66,32,48,29,26,41,38,28,42,49,42,34,35,46,36,53,52,67,53,51,42,55,51,55,53,57,54,56,57,52,63,53
Marley Blair,Burnley,56,LM,68,69,67,50,50,49,47,53,55,46,52,49,50,46,50,54,54,59,69,74,55,47,55,27,37,20,25,29,27,41,38,59,45,38
Francis Baptiste,Crystal Palace,56,ST,76,73,78,58,54,61,55,67,56,42,44,41,43,40,40,48,43,56,71,60,52,51,51,20,46,15,14,21,15,43,39,58,45,42
Tinashe Chakwana,Burnley,56,RM,72,77,67,53,50,56,48,49,53,51,49,50,46,42,46,49,51,59,69,73,57,41,49,29,41,18,31,29,36,38,35,52,53,31
Oliver O'Dwyer,Crystal Palace,56,CB,30,28,31,29,31,24,21,47,42,30,35,37,36,30,34,36,31,30,33,29,34,47,43,58,53,54,59,60,57,63,52,33,51,76
Joe Powell,West Ham United,56,LB,75,74,75,43,52,39,43,59,47,42,54,60,55,53,51,54,50,59,67,72,56,48,60,48,42,47,48,49,53,54,58,53,61,49
Kelland Watts,Newcastle United,56,CB,61,60,62,47,52,44,43,51,57,38,52,40,44,36,56,60,55,54,53,46,57,48,48,53,55,52,54,53,51,62,60,54,58,65
Mark Howarth,Burnley,55,CM,63,62,64,48,52,51,42,50,47,49,55,49,52,51,57,59,54,60,63,70,58,52,55,41,47,32,45,41,44,56,51,58,65,53
Conor Coventry,West Ham United,55,CM,62,65,60,42,43,38,46,37,48,39,54,43,45,38,62,60,57,57,67,72,57,45,55,46,38,41,50,49,47,53,63,58,58,45
Rarmani Edmonds-Green,Huddersfield Town,55,CB,57,61,54,24,24,18,19,33,40,23,32,28,26,28,30,38,27,38,39,65,43,51,50,56,49,59,59,54,52,57,53,68,51,61
Tyrick Mitchell,Crystal Palace,55,LB,56,60,52,32,48,30,31,45,29,36,40,54,37,39,33,38,38,59,56,60,47,56,43,58,51,56,56,62,59,50,62,54,47,47
Olatunde Bayode,Burnley,55,RM,73,72,73,40,53,38,36,49,44,39,45,53,42,35,34,47,46,56,67,68,55,51,48,46,48,42,48,47,42,56,43,67,68,55
Lewis Cass,Newcastle United,55,RB,60,59,60,32,40,26,28,46,45,30,37,49,34,25,28,39,34,46,46,53,47,52,46,56,53,54,57,56,55,61,55,60,62,62
Daniel Grimshaw,Manchester City,54,GK,46,44,47,16,15,12,18,22,21,18,26,19,22,14,45,31,16,26,38,41,26,51,37,17,17,19,11,21,17,39,21,57,42,42
Josh Kerr,Brighton and Hove Albion,54,RB,46,45,47,31,48,28,31,43,32,30,40,45,32,32,33,42,40,53,57,70,49,53,43,56,50,59,49,62,61,55,52,52,50,58
Andrew Eleftheriou,Watford,51,RM,66,65,67,36,44,33,36,44,40,36,45,51,41,39,44,47,40,54,63,65,52,47,42,50,41,49,54,51,50,57,61,65,54,57
